"","Date","cityName","confirmedCount","curedCount","deadCount","index","NumNewCases","NumNewDeaths","NumNewRecovery"
"2351",2020-03-24,"Chengkou County",2,2,0,50,0,0,0
"2352",2020-03-25,"Chengkou County",2,2,0,51,0,0,0
"2353",2020-02-04,"Chengmai",3,0,1,1,3,1,0
"2354",2020-02-05,"Chengmai",4,0,1,2,1,0,0
"2355",2020-02-06,"Chengmai",4,0,1,3,0,0,0
"2356",2020-02-07,"Chengmai",7,0,1,4,3,0,0
"2357",2020-02-08,"Chengmai",7,0,1,5,0,0,0
"2358",2020-02-09,"Chengmai",7,1,1,6,0,0,1
"2359",2020-02-10,"Chengmai",7,1,1,7,0,0,0
"2360",2020-02-11,"Chengmai",8,1,1,8,1,0,0
"2361",2020-02-12,"Chengmai",8,1,1,9,0,0,0
"2362",2020-02-13,"Chengmai",8,1,1,10,0,0,0
"2363",2020-02-14,"Chengmai",8,1,1,11,0,0,0
"2364",2020-02-15,"Chengmai",9,1,1,12,1,0,0
"2365",2020-02-16,"Chengmai",9,1,1,13,0,0,0
"2366",2020-02-17,"Chengmai",9,1,1,14,0,0,0
"2367",2020-02-18,"Chengmai",9,1,1,15,0,0,0
"2368",2020-02-19,"Chengmai",9,4,1,16,0,0,3
"2369",2020-02-20,"Chengmai",9,4,1,17,0,0,0
"2370",2020-02-21,"Chengmai",9,4,1,18,0,0,0
"2371",2020-02-22,"Chengmai",9,5,1,19,0,0,1
"2372",2020-02-23,"Chengmai",9,6,1,20,0,0,1
"2373",2020-02-24,"Chengmai",9,6,1,21,0,0,0
"2374",2020-02-25,"Chengmai",9,6,1,22,0,0,0
"2375",2020-02-26,"Chengmai",9,6,1,23,0,0,0
"2376",2020-02-27,"Chengmai",9,6,1,24,0,0,0
"2377",2020-02-28,"Chengmai",9,7,1,25,0,0,1
"2378",2020-02-29,"Chengmai",9,7,1,26,0,0,0
"2379",2020-03-01,"Chengmai",9,7,1,27,0,0,0
"2380",2020-03-02,"Chengmai",9,7,1,28,0,0,0
"2381",2020-03-03,"Chengmai",9,7,1,29,0,0,0
"2382",2020-03-04,"Chengmai",9,8,1,30,0,0,1
"2383",2020-03-05,"Chengmai",9,8,1,31,0,0,0
"2384",2020-03-06,"Chengmai",9,8,1,32,0,0,0
"2385",2020-03-07,"Chengmai",9,8,1,33,0,0,0
"2386",2020-03-08,"Chengmai",9,8,1,34,0,0,0
"2387",2020-03-09,"Chengmai",9,8,1,35,0,0,0
"2388",2020-03-10,"Chengmai",9,8,1,36,0,0,0
"2389",2020-03-11,"Chengmai",9,8,1,37,0,0,0
"2390",2020-03-12,"Chengmai",9,8,1,38,0,0,0
"2391",2020-03-13,"Chengmai",9,8,1,39,0,0,0
"2392",2020-03-14,"Chengmai",9,8,1,40,0,0,0
"2393",2020-03-15,"Chengmai",9,8,1,41,0,0,0
"2394",2020-03-16,"Chengmai",9,8,1,42,0,0,0
"2395",2020-03-17,"Chengmai",9,8,1,43,0,0,0
"2396",2020-03-18,"Chengmai",9,8,1,44,0,0,0
"2397",2020-03-19,"Chengmai",9,8,1,45,0,0,0
"2398",2020-03-20,"Chengmai",9,8,1,46,0,0,0
"2399",2020-03-21,"Chengmai",9,8,1,47,0,0,0
"2400",2020-03-22,"Chengmai",9,8,1,48,0,0,0
"2401",2020-03-23,"Chengmai",9,8,1,49,0,0,0
"2402",2020-03-24,"Chengmai",9,8,1,50,0,0,0
"2403",2020-03-25,"Chengmai",9,8,1,51,0,0,0
"2404",2020-02-04,"Chifeng",2,0,0,1,2,0,0
"2405",2020-02-05,"Chifeng",3,0,0,2,1,0,0
"2406",2020-02-06,"Chifeng",3,0,0,3,0,0,0
"2407",2020-02-07,"Chifeng",4,1,0,4,1,0,1
"2408",2020-02-08,"Chifeng",4,1,0,5,0,0,0
"2409",2020-02-09,"Chifeng",4,1,0,6,0,0,0
"2410",2020-02-10,"Chifeng",4,1,0,7,0,0,0
"2411",2020-02-11,"Chifeng",4,1,0,8,0,0,0
"2412",2020-02-12,"Chifeng",5,2,0,9,1,0,1
"2413",2020-02-13,"Chifeng",5,2,0,10,0,0,0
"2414",2020-02-14,"Chifeng",7,2,0,11,2,0,0
"2415",2020-02-15,"Chifeng",7,2,0,12,0,0,0
"2416",2020-02-16,"Chifeng",9,2,0,13,2,0,0
"2417",2020-02-17,"Chifeng",9,2,0,14,0,0,0
"2418",2020-02-18,"Chifeng",9,2,0,15,0,0,0
"2419",2020-02-19,"Chifeng",9,3,0,16,0,0,1
"2420",2020-02-20,"Chifeng",9,3,0,17,0,0,0
"2421",2020-02-21,"Chifeng",9,3,0,18,0,0,0
"2422",2020-02-22,"Chifeng",9,3,0,19,0,0,0
"2423",2020-02-23,"Chifeng",9,3,0,20,0,0,0
"2424",2020-02-24,"Chifeng",9,3,0,21,0,0,0
"2425",2020-02-25,"Chifeng",9,3,0,22,0,0,0
"2426",2020-02-26,"Chifeng",9,5,0,23,0,0,2
"2427",2020-02-27,"Chifeng",9,8,0,24,0,0,3
"2428",2020-02-28,"Chifeng",9,8,0,25,0,0,0
"2429",2020-02-29,"Chifeng",9,8,0,26,0,0,0
"2430",2020-03-01,"Chifeng",9,8,0,27,0,0,0
"2431",2020-03-02,"Chifeng",9,8,0,28,0,0,0
"2432",2020-03-03,"Chifeng",9,8,0,29,0,0,0
"2433",2020-03-04,"Chifeng",9,8,0,30,0,0,0
"2434",2020-03-05,"Chifeng",9,8,0,31,0,0,0
"2435",2020-03-06,"Chifeng",9,8,0,32,0,0,0
"2436",2020-03-07,"Chifeng",9,8,0,33,0,0,0
"2437",2020-03-08,"Chifeng",9,9,0,34,0,0,1
"2438",2020-03-09,"Chifeng",9,9,0,35,0,0,0
"2439",2020-03-10,"Chifeng",9,9,0,36,0,0,0
"2440",2020-03-11,"Chifeng",9,9,0,37,0,0,0
"2441",2020-03-12,"Chifeng",9,9,0,38,0,0,0
"2442",2020-03-13,"Chifeng",9,9,0,39,0,0,0
"2443",2020-03-14,"Chifeng",9,9,0,40,0,0,0
"2444",2020-03-15,"Chifeng",9,9,0,41,0,0,0
"2445",2020-03-16,"Chifeng",9,9,0,42,0,0,0
"2446",2020-03-17,"Chifeng",9,9,0,43,0,0,0
"2447",2020-03-18,"Chifeng",9,9,0,44,0,0,0
"2448",2020-03-19,"Chifeng",9,9,0,45,0,0,0
"2449",2020-03-20,"Chifeng",9,9,0,46,0,0,0
"2450",2020-03-21,"Chifeng",9,9,0,47,0,0,0
"2451",2020-03-22,"Chifeng",9,9,0,48,0,0,0
"2452",2020-03-23,"Chifeng",9,9,0,49,0,0,0
"2453",2020-03-24,"Chifeng",9,9,0,50,0,0,0
"2454",2020-03-25,"Chifeng",9,9,0,51,0,0,0
"2455",2020-02-04,"Chizhou",10,1,0,1,10,0,1
"2456",2020-02-05,"Chizhou",11,1,0,2,1,0,0
"2457",2020-02-06,"Chizhou",11,1,0,3,0,0,0
"2458",2020-02-07,"Chizhou",11,1,0,4,0,0,0
"2459",2020-02-08,"Chizhou",11,1,0,5,0,0,0
"2460",2020-02-09,"Chizhou",12,1,0,6,1,0,0
"2461",2020-02-10,"Chizhou",15,3,0,7,3,0,2
"2462",2020-02-11,"Chizhou",15,3,0,8,0,0,0
"2463",2020-02-12,"Chizhou",16,3,0,9,1,0,0
"2464",2020-02-13,"Chizhou",16,3,0,10,0,0,0
"2465",2020-02-14,"Chizhou",17,4,0,11,1,0,1
"2466",2020-02-15,"Chizhou",17,4,0,12,0,0,0
"2467",2020-02-16,"Chizhou",17,6,0,13,0,0,2
"2468",2020-02-17,"Chizhou",17,6,0,14,0,0,0
"2469",2020-02-18,"Chizhou",17,6,0,15,0,0,0
"2470",2020-02-19,"Chizhou",17,7,0,16,0,0,1
"2471",2020-02-20,"Chizhou",17,10,0,17,0,0,3
"2472",2020-02-21,"Chizhou",17,10,0,18,0,0,0
"2473",2020-02-22,"Chizhou",17,10,0,19,0,0,0
"2474",2020-02-23,"Chizhou",17,10,0,20,0,0,0
"2475",2020-02-24,"Chizhou",17,11,0,21,0,0,1
"2476",2020-02-25,"Chizhou",17,13,0,22,0,0,2
"2477",2020-02-26,"Chizhou",17,13,0,23,0,0,0
"2478",2020-02-27,"Chizhou",17,13,0,24,0,0,0
"2479",2020-02-28,"Chizhou",17,13,0,25,0,0,0
"2480",2020-02-29,"Chizhou",17,13,0,26,0,0,0
"2481",2020-03-01,"Chizhou",17,13,0,27,0,0,0
"2482",2020-03-02,"Chizhou",17,16,0,28,0,0,3
"2483",2020-03-03,"Chizhou",17,16,0,29,0,0,0
"2484",2020-03-04,"Chizhou",17,16,0,30,0,0,0
"2485",2020-03-05,"Chizhou",17,17,0,31,0,0,1
"2486",2020-03-06,"Chizhou",17,17,0,32,0,0,0
"2487",2020-03-07,"Chizhou",17,17,0,33,0,0,0
"2488",2020-03-08,"Chizhou",17,17,0,34,0,0,0
"2489",2020-03-09,"Chizhou",17,17,0,35,0,0,0
"2490",2020-03-10,"Chizhou",17,17,0,36,0,0,0
"2491",2020-03-11,"Chizhou",17,17,0,37,0,0,0
"2492",2020-03-12,"Chizhou",17,17,0,38,0,0,0
"2493",2020-03-13,"Chizhou",17,17,0,39,0,0,0
"2494",2020-03-14,"Chizhou",17,17,0,40,0,0,0
"2495",2020-03-15,"Chizhou",17,17,0,41,0,0,0
"2496",2020-03-16,"Chizhou",17,17,0,42,0,0,0
"2497",2020-03-17,"Chizhou",17,17,0,43,0,0,0
"2498",2020-03-18,"Chizhou",17,17,0,44,0,0,0
"2499",2020-03-19,"Chizhou",17,17,0,45,0,0,0
"2500",2020-03-20,"Chizhou",17,17,0,46,0,0,0
"2501",2020-03-21,"Chizhou",17,17,0,47,0,0,0
"2502",2020-03-22,"Chizhou",17,17,0,48,0,0,0
"2503",2020-03-23,"Chizhou",17,17,0,49,0,0,0
"2504",2020-03-24,"Chizhou",17,17,0,50,0,0,0
"2505",2020-03-25,"Chizhou",17,17,0,51,0,0,0
"2506",2020-02-04,"Chongming District",1,0,0,1,1,0,0
"2507",2020-02-05,"Chongming District",2,0,0,2,1,0,0
"2508",2020-02-06,"Chongming District",2,0,0,3,0,0,0
"2509",2020-02-07,"Chongming District",2,0,0,4,0,0,0
"2510",2020-02-08,"Chongming District",2,0,0,5,0,0,0
"2511",2020-02-09,"Chongming District",2,0,0,6,0,0,0
"2512",2020-02-10,"Chongming District",2,0,0,7,0,0,0
"2513",2020-02-11,"Chongming District",2,0,0,8,0,0,0
"2514",2020-02-12,"Chongming District",2,0,0,9,0,0,0
"2515",2020-02-13,"Chongming District",3,0,0,10,1,0,0
"2516",2020-02-14,"Chongming District",3,0,0,11,0,0,0
"2517",2020-02-15,"Chongming District",3,0,0,12,0,0,0
"2518",2020-02-16,"Chongming District",3,0,0,13,0,0,0
"2519",2020-02-17,"Chongming District",4,0,0,14,1,0,0
"2520",2020-02-18,"Chongming District",4,1,0,15,0,0,1
"2521",2020-02-19,"Chongming District",4,1,0,16,0,0,0
"2522",2020-02-20,"Chongming District",4,2,0,17,0,0,1
"2523",2020-02-21,"Chongming District",4,2,0,18,0,0,0
"2524",2020-02-22,"Chongming District",4,2,0,19,0,0,0
"2525",2020-02-23,"Chongming District",4,2,0,20,0,0,0
"2526",2020-02-24,"Chongming District",4,2,0,21,0,0,0
"2527",2020-02-25,"Chongming District",4,2,0,22,0,0,0
"2528",2020-02-26,"Chongming District",4,2,0,23,0,0,0
"2529",2020-02-27,"Chongming District",4,3,0,24,0,0,1
"2530",2020-02-28,"Chongming District",4,3,0,25,0,0,0
"2531",2020-02-29,"Chongming District",4,3,0,26,0,0,0
"2532",2020-03-01,"Chongming District",4,3,0,27,0,0,0
"2533",2020-03-02,"Chongming District",4,3,0,28,0,0,0
"2534",2020-03-03,"Chongming District",4,3,0,29,0,0,0
"2535",2020-03-04,"Chongming District",4,3,0,30,0,0,0
"2536",2020-03-05,"Chongming District",4,4,0,31,0,0,1
"2537",2020-03-06,"Chongming District",4,4,0,32,0,0,0
"2538",2020-03-07,"Chongming District",4,4,0,33,0,0,0
"2539",2020-03-08,"Chongming District",4,4,0,34,0,0,0
"2540",2020-03-09,"Chongming District",4,4,0,35,0,0,0
"2541",2020-03-10,"Chongming District",4,4,0,36,0,0,0
"2542",2020-03-11,"Chongming District",4,4,0,37,0,0,0
"2543",2020-03-12,"Chongming District",4,4,0,38,0,0,0
"2544",2020-03-13,"Chongming District",4,4,0,39,0,0,0
"2545",2020-03-14,"Chongming District",4,4,0,40,0,0,0
"2546",2020-03-15,"Chongming District",4,4,0,41,0,0,0
"2547",2020-03-16,"Chongming District",4,4,0,42,0,0,0
"2548",2020-03-17,"Chongming District",4,4,0,43,0,0,0
"2549",2020-03-18,"Chongming District",4,4,0,44,0,0,0
"2550",2020-03-19,"Chongming District",4,4,0,45,0,0,0
"2551",2020-03-20,"Chongming District",4,4,0,46,0,0,0
"2552",2020-03-21,"Chongming District",4,4,0,47,0,0,0
"2553",2020-03-22,"Chongming District",4,4,0,48,0,0,0
"2554",2020-03-23,"Chongming District",4,4,0,49,0,0,0
"2555",2020-03-24,"Chongming District",4,4,0,50,0,0,0
"2556",2020-03-25,"Chongming District",4,4,0,51,0,0,0
"2557",2020-02-04,"Chuxiong",4,0,0,1,4,0,0
"2558",2020-02-05,"Chuxiong",4,0,0,2,0,0,0
"2559",2020-02-06,"Chuxiong",4,0,0,3,0,0,0
"2560",2020-02-07,"Chuxiong",4,0,0,4,0,0,0
"2561",2020-02-08,"Chuxiong",4,0,0,5,0,0,0
"2562",2020-02-09,"Chuxiong",4,0,0,6,0,0,0
"2563",2020-02-10,"Chuxiong",4,0,0,7,0,0,0
"2564",2020-02-12,"Chuxiong Prefecture",4,0,0,1,4,0,0
"2565",2020-02-13,"Chuxiong Prefecture",4,0,0,2,0,0,0
"2566",2020-02-14,"Chuxiong Prefecture",4,1,0,3,0,0,1
"2567",2020-02-15,"Chuxiong Prefecture",4,1,0,4,0,0,0
"2568",2020-02-16,"Chuxiong Prefecture",4,1,0,5,0,0,0
"2569",2020-02-17,"Chuxiong Prefecture",4,1,0,6,0,0,0
"2570",2020-02-18,"Chuxiong Prefecture",4,1,0,7,0,0,0
"2571",2020-02-19,"Chuxiong Prefecture",4,1,0,8,0,0,0
"2572",2020-02-20,"Chuxiong Prefecture",4,2,0,9,0,0,1
"2573",2020-02-21,"Chuxiong Prefecture",4,4,0,10,0,0,2
"2574",2020-02-22,"Chuxiong Prefecture",4,4,0,11,0,0,0
"2575",2020-02-23,"Chuxiong Prefecture",4,4,0,12,0,0,0
"2576",2020-02-24,"Chuxiong Prefecture",4,4,0,13,0,0,0
"2577",2020-02-25,"Chuxiong Prefecture",4,4,0,14,0,0,0
"2578",2020-02-26,"Chuxiong Prefecture",4,4,0,15,0,0,0
"2579",2020-02-27,"Chuxiong Prefecture",4,4,0,16,0,0,0
"2580",2020-02-28,"Chuxiong Prefecture",4,4,0,17,0,0,0
"2581",2020-02-29,"Chuxiong Prefecture",4,4,0,18,0,0,0
"2582",2020-03-01,"Chuxiong Prefecture",4,4,0,19,0,0,0
"2583",2020-03-02,"Chuxiong Prefecture",4,4,0,20,0,0,0
"2584",2020-03-03,"Chuxiong Prefecture",4,4,0,21,0,0,0
"2585",2020-03-04,"Chuxiong Prefecture",4,4,0,22,0,0,0
"2586",2020-03-05,"Chuxiong Prefecture",4,4,0,23,0,0,0
"2587",2020-03-06,"Chuxiong Prefecture",4,4,0,24,0,0,0
"2588",2020-03-07,"Chuxiong Prefecture",4,4,0,25,0,0,0
"2589",2020-03-08,"Chuxiong Prefecture",4,4,0,26,0,0,0
"2590",2020-03-09,"Chuxiong Prefecture",4,4,0,27,0,0,0
"2591",2020-03-10,"Chuxiong Prefecture",4,4,0,28,0,0,0
"2592",2020-03-11,"Chuxiong Prefecture",4,4,0,29,0,0,0
"2593",2020-03-12,"Chuxiong Prefecture",4,4,0,30,0,0,0
"2594",2020-03-13,"Chuxiong Prefecture",4,4,0,31,0,0,0
"2595",2020-03-14,"Chuxiong Prefecture",4,4,0,32,0,0,0
"2596",2020-03-15,"Chuxiong Prefecture",4,4,0,33,0,0,0
"2597",2020-03-16,"Chuxiong Prefecture",4,4,0,34,0,0,0
"2598",2020-03-17,"Chuxiong Prefecture",4,4,0,35,0,0,0
"2599",2020-03-18,"Chuxiong Prefecture",4,4,0,36,0,0,0
"2600",2020-03-19,"Chuxiong Prefecture",4,4,0,37,0,0,0
"2601",2020-03-20,"Chuxiong Prefecture",4,4,0,38,0,0,0
"2602",2020-03-21,"Chuxiong Prefecture",4,4,0,39,0,0,0
"2603",2020-03-22,"Chuxiong Prefecture",4,4,0,40,0,0,0
"2604",2020-03-23,"Chuxiong Prefecture",4,4,0,41,0,0,0
"2605",2020-03-24,"Chuxiong Prefecture",4,4,0,42,0,0,0
"2606",2020-03-25,"Chuxiong Prefecture",4,4,0,43,0,0,0
"2607",2020-02-11,"红河州",6,2,0,1,6,0,2
"2608",2020-02-21,"省十里丰监狱",34,0,0,1,34,0,0
"2609",2020-02-22,"省十里丰监狱",36,0,0,2,2,0,0
"2610",2020-02-23,"省十里丰监狱",36,0,0,3,0,0,0
"2611",2020-02-08,"白城",1,0,0,1,1,0,0
"2612",2020-02-09,"白城",1,0,0,2,0,0,0
"2613",2020-02-06,"石河子",1,0,0,1,1,0,0
"2614",2020-02-04,"Dadukou District",7,0,0,1,7,0,0
"2615",2020-02-05,"Dadukou District",7,0,0,2,0,0,0
"2616",2020-02-06,"Dadukou District",7,1,0,3,0,0,1
"2617",2020-02-07,"Dadukou District",7,1,0,4,0,0,0
"2618",2020-02-08,"Dadukou District",7,1,0,5,0,0,0
"2619",2020-02-09,"Dadukou District",7,1,0,6,0,0,0
"2620",2020-02-10,"Dadukou District",7,1,0,7,0,0,0
"2621",2020-02-11,"Dadukou District",7,1,0,8,0,0,0
"2622",2020-02-12,"Dadukou District",7,1,0,9,0,0,0
"2623",2020-02-13,"Dadukou District",7,3,0,10,0,0,2
"2624",2020-02-14,"Dadukou District",7,4,0,11,0,0,1
"2625",2020-02-15,"Dadukou District",7,4,0,12,0,0,0
"2626",2020-02-16,"Dadukou District",7,4,0,13,0,0,0
"2627",2020-02-17,"Dadukou District",7,5,0,14,0,0,1
"2628",2020-02-18,"Dadukou District",7,5,0,15,0,0,0
"2629",2020-02-19,"Dadukou District",7,5,0,16,0,0,0
"2630",2020-02-20,"Dadukou District",7,5,0,17,0,0,0
"2631",2020-02-21,"Dadukou District",7,5,0,18,0,0,0
"2632",2020-02-22,"Dadukou District",7,5,0,19,0,0,0
"2633",2020-02-23,"Dadukou District",7,6,0,20,0,0,1
"2634",2020-02-24,"Dadukou District",7,6,0,21,0,0,0
"2635",2020-02-25,"Dadukou District",7,6,0,22,0,0,0
"2636",2020-02-26,"Dadukou District",7,6,0,23,0,0,0
"2637",2020-02-27,"Dadukou District",7,6,0,24,0,0,0
"2638",2020-02-28,"Dadukou District",7,6,0,25,0,0,0
"2639",2020-02-29,"Dadukou District",7,6,0,26,0,0,0
"2640",2020-03-01,"Dadukou District",7,6,0,27,0,0,0
"2641",2020-03-02,"Dadukou District",7,6,0,28,0,0,0
"2642",2020-03-03,"Dadukou District",7,6,0,29,0,0,0
"2643",2020-03-04,"Dadukou District",7,6,0,30,0,0,0
"2644",2020-03-05,"Dadukou District",7,7,0,31,0,0,1
"2645",2020-03-06,"Dadukou District",7,7,0,32,0,0,0
"2646",2020-03-07,"Dadukou District",7,7,0,33,0,0,0
"2647",2020-03-08,"Dadukou District",7,7,0,34,0,0,0
"2648",2020-03-09,"Dadukou District",7,7,0,35,0,0,0
"2649",2020-03-10,"Dadukou District",7,7,0,36,0,0,0
"2650",2020-03-11,"Dadukou District",7,7,0,37,0,0,0
"2651",2020-03-12,"Dadukou District",7,7,0,38,0,0,0
"2652",2020-03-13,"Dadukou District",7,7,0,39,0,0,0
"2653",2020-03-14,"Dadukou District",7,7,0,40,0,0,0
"2654",2020-03-15,"Dadukou District",7,7,0,41,0,0,0
"2655",2020-03-16,"Dadukou District",7,7,0,42,0,0,0
"2656",2020-03-17,"Dadukou District",7,7,0,43,0,0,0
"2657",2020-03-18,"Dadukou District",7,7,0,44,0,0,0
"2658",2020-03-19,"Dadukou District",7,7,0,45,0,0,0
"2659",2020-03-20,"Dadukou District",7,7,0,46,0,0,0
"2660",2020-03-21,"Dadukou District",7,7,0,47,0,0,0
"2661",2020-03-22,"Dadukou District",7,7,0,48,0,0,0
"2662",2020-03-23,"Dadukou District",7,7,0,49,0,0,0
"2663",2020-03-24,"Dadukou District",7,7,0,50,0,0,0
"2664",2020-03-25,"Dadukou District",7,7,0,51,0,0,0
"2665",2020-02-04,"Dali",7,1,0,1,7,0,1
"2666",2020-02-05,"Dali",7,1,0,2,0,0,0
"2667",2020-02-06,"Dali",10,1,0,3,3,0,0
"2668",2020-02-07,"Dali",11,2,0,4,1,0,1
"2669",2020-02-08,"Dali",11,2,0,5,0,0,0
"2670",2020-02-09,"Dali",11,2,0,6,0,0,0
"2671",2020-02-10,"Dali",13,2,0,7,2,0,0
"2672",2020-02-12,"Dali Prefecture",13,3,0,1,13,0,3
"2673",2020-02-13,"Dali Prefecture",13,3,0,2,0,0,0
"2674",2020-02-14,"Dali Prefecture",13,5,0,3,0,0,2
"2675",2020-02-15,"Dali Prefecture",13,6,0,4,0,0,1
"2676",2020-02-16,"Dali Prefecture",13,6,0,5,0,0,0
"2677",2020-02-17,"Dali Prefecture",13,6,0,6,0,0,0
"2678",2020-02-18,"Dali Prefecture",13,10,0,7,0,0,4
"2679",2020-02-19,"Dali Prefecture",13,10,0,8,0,0,0
"2680",2020-02-20,"Dali Prefecture",13,10,0,9,0,0,0
"2681",2020-02-21,"Dali Prefecture",13,10,0,10,0,0,0
"2682",2020-02-22,"Dali Prefecture",13,11,0,11,0,0,1
"2683",2020-02-23,"Dali Prefecture",13,11,0,12,0,0,0
"2684",2020-02-24,"Dali Prefecture",13,12,0,13,0,0,1
"2685",2020-02-25,"Dali Prefecture",13,12,0,14,0,0,0
"2686",2020-02-26,"Dali Prefecture",13,12,0,15,0,0,0
"2687",2020-02-27,"Dali Prefecture",13,12,0,16,0,0,0
"2688",2020-02-28,"Dali Prefecture",13,12,0,17,0,0,0
"2689",2020-02-29,"Dali Prefecture",13,13,0,18,0,0,1
"2690",2020-03-01,"Dali Prefecture",13,13,0,19,0,0,0
"2691",2020-03-02,"Dali Prefecture",13,13,0,20,0,0,0
"2692",2020-03-03,"Dali Prefecture",13,13,0,21,0,0,0
"2693",2020-03-04,"Dali Prefecture",13,13,0,22,0,0,0
"2694",2020-03-05,"Dali Prefecture",13,13,0,23,0,0,0
"2695",2020-03-06,"Dali Prefecture",13,13,0,24,0,0,0
"2696",2020-03-07,"Dali Prefecture",13,13,0,25,0,0,0
"2697",2020-03-08,"Dali Prefecture",13,13,0,26,0,0,0
"2698",2020-03-09,"Dali Prefecture",13,13,0,27,0,0,0
"2699",2020-03-10,"Dali Prefecture",13,13,0,28,0,0,0
"2700",2020-03-11,"Dali Prefecture",13,13,0,29,0,0,0
"2701",2020-03-12,"Dali Prefecture",13,13,0,30,0,0,0
"2702",2020-03-13,"Dali Prefecture",13,13,0,31,0,0,0
"2703",2020-03-14,"Dali Prefecture",13,13,0,32,0,0,0
"2704",2020-03-15,"Dali Prefecture",13,13,0,33,0,0,0
"2705",2020-03-16,"Dali Prefecture",13,13,0,34,0,0,0
"2706",2020-03-17,"Dali Prefecture",13,13,0,35,0,0,0
"2707",2020-03-18,"Dali Prefecture",13,13,0,36,0,0,0
"2708",2020-03-19,"Dali Prefecture",13,13,0,37,0,0,0
"2709",2020-03-20,"Dali Prefecture",13,13,0,38,0,0,0
"2710",2020-03-21,"Dali Prefecture",13,13,0,39,0,0,0
"2711",2020-03-22,"Dali Prefecture",13,13,0,40,0,0,0
"2712",2020-03-23,"Dali Prefecture",13,13,0,41,0,0,0
"2713",2020-03-24,"Dali Prefecture",13,13,0,42,0,0,0
"2714",2020-03-25,"Dali Prefecture",13,13,0,43,0,0,0
"2715",2020-02-04,"Dalian",13,2,0,1,13,0,2
"2716",2020-02-05,"Dalian",14,3,0,2,1,0,1
"2717",2020-02-06,"Dalian",14,3,0,3,0,0,0
"2718",2020-02-07,"Dalian",14,3,0,4,0,0,0
"2719",2020-02-08,"Dalian",16,3,0,5,2,0,0
"2720",2020-02-09,"Dalian",16,3,0,6,0,0,0
"2721",2020-02-10,"Dalian",16,3,0,7,0,0,0
"2722",2020-02-11,"Dalian",16,3,0,8,0,0,0
"2723",2020-02-12,"Dalian",16,4,0,9,0,0,1
"2724",2020-02-13,"Dalian",17,4,0,10,1,0,0
"2725",2020-02-14,"Dalian",18,4,0,11,1,0,0
"2726",2020-02-15,"Dalian",18,5,0,12,0,0,1
"2727",2020-02-16,"Dalian",19,5,0,13,1,0,0
"2728",2020-02-17,"Dalian",19,5,0,14,0,0,0
"2729",2020-02-18,"Dalian",19,9,0,15,0,0,4
"2730",2020-02-19,"Dalian",19,9,0,16,0,0,0
"2731",2020-02-20,"Dalian",19,9,0,17,0,0,0
"2732",2020-02-21,"Dalian",19,9,0,18,0,0,0
"2733",2020-02-22,"Dalian",19,9,0,19,0,0,0
"2734",2020-02-23,"Dalian",19,9,0,20,0,0,0
"2735",2020-02-24,"Dalian",19,11,0,21,0,0,2
"2736",2020-02-25,"Dalian",19,11,0,22,0,0,0
"2737",2020-02-26,"Dalian",19,11,0,23,0,0,0
"2738",2020-02-27,"Dalian",19,12,0,24,0,0,1
"2739",2020-02-28,"Dalian",19,12,0,25,0,0,0
"2740",2020-02-29,"Dalian",19,12,0,26,0,0,0
"2741",2020-03-01,"Dalian",19,15,0,27,0,0,3
"2742",2020-03-02,"Dalian",19,15,0,28,0,0,0
"2743",2020-03-03,"Dalian",19,15,0,29,0,0,0
"2744",2020-03-04,"Dalian",19,15,0,30,0,0,0
"2745",2020-03-05,"Dalian",19,15,0,31,0,0,0
"2746",2020-03-06,"Dalian",19,15,0,32,0,0,0
"2747",2020-03-07,"Dalian",19,15,0,33,0,0,0
"2748",2020-03-08,"Dalian",19,15,0,34,0,0,0
"2749",2020-03-09,"Dalian",19,15,0,35,0,0,0
"2750",2020-03-10,"Dalian",19,16,0,36,0,0,1
"2751",2020-03-11,"Dalian",19,16,0,37,0,0,0
"2752",2020-03-12,"Dalian",19,16,0,38,0,0,0
"2753",2020-03-13,"Dalian",19,16,0,39,0,0,0
"2754",2020-03-14,"Dalian",19,17,0,40,0,0,1
"2755",2020-03-15,"Dalian",19,18,0,41,0,0,1
"2756",2020-03-16,"Dalian",19,19,0,42,0,0,1
"2757",2020-03-17,"Dalian",19,19,0,43,0,0,0
"2758",2020-03-18,"Dalian",19,19,0,44,0,0,0
"2759",2020-03-19,"Dalian",19,19,0,45,0,0,0
"2760",2020-03-20,"Dalian",19,19,0,46,0,0,0
"2761",2020-03-21,"Dalian",19,19,0,47,0,0,0
"2762",2020-03-22,"Dalian",19,19,0,48,0,0,0
"2763",2020-03-23,"Dalian",19,19,0,49,0,0,0
"2764",2020-03-24,"Dalian",19,19,0,50,0,0,0
"2765",2020-03-25,"Dalian",19,19,0,51,0,0,0
"2766",2020-02-04,"Dandong",6,0,0,1,6,0,0
"2767",2020-02-05,"Dandong",7,0,0,2,1,0,0
"2768",2020-02-06,"Dandong",7,1,0,3,0,0,1
"2769",2020-02-07,"Dandong",7,1,0,4,0,0,0
"2770",2020-02-08,"Dandong",7,1,0,5,0,0,0
"2771",2020-02-09,"Dandong",7,3,0,6,0,0,2
"2772",2020-02-10,"Dandong",7,3,0,7,0,0,0
"2773",2020-02-11,"Dandong",7,3,0,8,0,0,0
"2774",2020-02-12,"Dandong",7,3,0,9,0,0,0
