,Date,cityName,comment,confirmedCount,curedCount,currentConfirmedCount,deadCount,provinceName,provinceShortName,suspectedCount
178,2020-02-14,Weihai,,38,9,,0,Shandong Province,Shandong,0
179,2020-02-14,Taian,,32,4,,0,Shandong Province,Shandong,0
180,2020-02-14,Texas,,35,7,,1,Shandong Province,Shandong,0
181,2020-02-14,Zibo,,28,4,,0,Shandong Province,Shandong,0
182,2020-02-14,Linyi,,47,25,,0,Shandong Province,Shandong,0
183,2020-02-14,Zaozhuang,,23,4,,0,Shandong Province,Shandong,0
184,2020-02-14,sunshine,,15,2,,0,Shandong Province,Shandong,0
185,2020-02-14,Heze,,18,9,,0,Shandong Province,Shandong,0
186,2020-02-14,Binzhou,,14,8,,0,Shandong Province,Shandong,0
187,2020-02-14,,,419,47,,11,Heilongjiang Province,Heilongjiang,0
188,2020-02-14,Harbin,,164,18,,3,Heilongjiang Province,Heilongjiang,0
189,2020-02-14,Shuangyashan,,48,1,,2,Heilongjiang Province,Heilongjiang,0
190,2020-02-14,Jixi,,44,1,,0,Heilongjiang Province,Heilongjiang,0
191,2020-02-14,Suihua,,45,7,,4,Heilongjiang Province,Heilongjiang,0
192,2020-02-14,Qiqihar,,36,8,,1,Heilongjiang Province,Heilongjiang,0
193,2020-02-14,Daqing,,18,1,,1,Heilongjiang Province,Heilongjiang,0
194,2020-02-14,Qitaihe,,16,1,,0,Heilongjiang Province,Heilongjiang,0
195,2020-02-14,Heihe,,13,0,,0,Heilongjiang Province,Heilongjiang,0
196,2020-02-14,Mudanjiang,,12,1,,0,Heilongjiang Province,Heilongjiang,0
197,2020-02-14,Jiamusi,,15,7,,0,Heilongjiang Province,Heilongjiang,0
198,2020-02-14,Hegang,,5,2,,0,Heilongjiang Province,Heilongjiang,0
199,2020-02-14,Daxinganling,,2,0,,0,Heilongjiang Province,Heilongjiang,0
200,2020-02-14,伊春,,1,0,,0,Heilongjiang Province,Heilongjiang,0
201,2020-02-14,,,463,114,,1,Sichuan Province,Sichuan,0
202,2020-02-14,Chengdu,,135,43,,1,Sichuan Province,Sichuan,0
203,2020-02-14,Ganzi Prefecture,,43,3,,0,Sichuan Province,Sichuan,0
204,2020-02-14,Dazhou,,36,5,,0,Sichuan Province,Sichuan,0
205,2020-02-14,Nanchong,,35,7,,0,Sichuan Province,Sichuan,0
206,2020-02-14,Bazhong,,24,1,,0,Sichuan Province,Sichuan,0
207,2020-02-14,Guang'an,,30,8,,0,Sichuan Province,Sichuan,0
208,2020-02-14,Mianyang,,22,5,,0,Sichuan Province,Sichuan,0
209,2020-02-14,Luzhou,,19,2,,0,Sichuan Province,Sichuan,0
210,2020-02-14,Deyang,,17,0,,0,Sichuan Province,Sichuan,0
211,2020-02-14,Neijiang,,21,5,,0,Sichuan Province,Sichuan,0
212,2020-02-14,Zigong,,9,2,,0,Sichuan Province,Sichuan,0
213,2020-02-14,Suining,,10,4,,0,Sichuan Province,Sichuan,0
214,2020-02-14,Liangshan Prefecture,,10,4,,0,Sichuan Province,Sichuan,0
215,2020-02-14,Meishan,,8,2,,0,Sichuan Province,Sichuan,0
216,2020-02-14,Yibin,,11,6,,0,Sichuan Province,Sichuan,0
217,2020-02-14,Yaan,,7,2,,0,Sichuan Province,Sichuan,0
218,2020-02-14,Panzhihua,,13,9,,0,Sichuan Province,Sichuan,0
219,2020-02-14,Guangyuan,,6,2,,0,Sichuan Province,Sichuan,0
220,2020-02-14,Leshan,,3,2,,0,Sichuan Province,Sichuan,0
221,2020-02-14,Ziyang,,3,2,,0,Sichuan Province,Sichuan,0
222,2020-02-14,Aba,,1,0,,0,Sichuan Province,Sichuan,0
223,2020-02-14,,,372,80,,3,Beijing,Beijing,0
224,2020-02-14,Chaoyang District,,58,0,,0,Beijing,Beijing,0
225,2020-02-14,Haidian District,,58,0,,0,Beijing,Beijing,0
226,2020-02-14,Xicheng District,,46,0,,0,Beijing,Beijing,0
227,2020-02-14,Daxing District,,39,2,,0,Beijing,Beijing,0
228,2020-02-14,Fengtai District,,36,3,,0,Beijing,Beijing,0
229,2020-02-14,Foreigners coming to Beijing,,26,2,,0,Beijing,Beijing,0
230,2020-02-14,Changping District,,24,0,,0,Beijing,Beijing,0
231,2020-02-14,Tongzhou District,,17,1,,0,Beijing,Beijing,0
232,2020-02-14,Fangshan District,,14,0,,0,Beijing,Beijing,0
233,2020-02-14,Shijingshan District,,14,1,,0,Beijing,Beijing,0
234,2020-02-14,Dongcheng Area,,12,0,,0,Beijing,Beijing,0
235,2020-02-14,Shunyi District,,10,0,,0,Beijing,Beijing,0
236,2020-02-14,Huairou District,,7,0,,0,Beijing,Beijing,0
237,2020-02-14,Miyun District,,7,0,,0,Beijing,Beijing,0
238,2020-02-14,Mentougou District,,3,0,,0,Beijing,Beijing,0
239,2020-02-14,Yanqing District,,1,0,,0,Beijing,Beijing,0
240,2020-02-14,Area to be identified,,0,71,,3,Beijing,Beijing,0
241,2020-02-14,,待明确地区治愈 28 例，治愈数据统一归属上海市公卫临床中心，暂无具体分区,318,90,,1,Shanghai,Shanghai,0
242,2020-02-14,Foreigners coming to Shanghai,,102,27,,1,Shanghai,Shanghai,0
243,2020-02-14,Pudong New Area,,56,12,,0,Shanghai,Shanghai,0
244,2020-02-14,Baoshan District,,20,1,,0,Shanghai,Shanghai,0
245,2020-02-14,Xuhui District,,17,2,,0,Shanghai,Shanghai,0
246,2020-02-14,Minhang District,,18,4,,0,Shanghai,Shanghai,0
247,2020-02-14,Jing'an District,,16,3,,0,Shanghai,Shanghai,0
248,2020-02-14,Songjiang District,,14,1,,0,Shanghai,Shanghai,0
249,2020-02-14,Putuo District,,11,0,,0,Shanghai,Shanghai,0
250,2020-02-14,Changning District,,13,3,,0,Shanghai,Shanghai,0
251,2020-02-14,Yangpu District,,9,1,,0,Shanghai,Shanghai,0
252,2020-02-14,Jiading District,,9,1,,0,Shanghai,Shanghai,0
253,2020-02-14,Fengxian District,,9,1,,0,Shanghai,Shanghai,0
254,2020-02-14,Hongkou District,,7,2,,0,Shanghai,Shanghai,0
255,2020-02-14,Huangpu District,,6,1,,0,Shanghai,Shanghai,0
256,2020-02-14,Qingpu District,,5,2,,0,Shanghai,Shanghai,0
257,2020-02-14,Chongming District,,3,0,,0,Shanghai,Shanghai,0
258,2020-02-14,Jinshan District,,3,1,,0,Shanghai,Shanghai,0
259,2020-02-14,,,281,63,,0,Fujian Province,Fujian,0
260,2020-02-14,Fuzhou,,66,18,,0,Fujian Province,Fujian,0
261,2020-02-14,Putian,,54,10,,0,Fujian Province,Fujian,0
262,2020-02-14,Quanzhou,,44,13,,0,Fujian Province,Fujian,0
263,2020-02-14,Xiamen,,34,4,,0,Fujian Province,Fujian,0
264,2020-02-14,Ningde,,25,6,,0,Fujian Province,Fujian,0
265,2020-02-14,Nanping,,20,4,,0,Fujian Province,Fujian,0
266,2020-02-14,Zhangzhou,,19,4,,0,Fujian Province,Fujian,0
267,2020-02-14,Sanming,,13,3,,0,Fujian Province,Fujian,0
268,2020-02-14,Longyan,,6,1,,0,Fujian Province,Fujian,0
269,2020-02-14,,,283,87,,3,Hebei Province,Hebei,0
270,2020-02-14,Tangshan,,43,4,,0,Hebei Province,Hebei,0
271,2020-02-14,Cangzhou,,45,14,,2,Hebei Province,Hebei,0
272,2020-02-14,Zhangjiakou,,31,7,,0,Hebei Province,Hebei,0
273,2020-02-14,Handan,,31,9,,0,Hebei Province,Hebei,0
274,2020-02-14,Shijiazhuang,,27,7,,0,Hebei Province,Hebei,0
275,2020-02-14,Langfang,,29,12,,0,Hebei Province,Hebei,0
276,2020-02-14,Baoding,,31,17,,0,Hebei Province,Hebei,0
277,2020-02-14,Xingtai,,22,8,,1,Hebei Province,Hebei,0
278,2020-02-14,Qinhuangdao,,9,2,,0,Hebei Province,Hebei,0
279,2020-02-14,Hengshui,,8,4,,0,Hebei Province,Hebei,0
280,2020-02-14,Chengde,,7,3,,0,Hebei Province,Hebei,0
281,2020-02-14,,,226,36,,2,Guangxi Zhuang Autonomous Region,Guangxi,0
282,2020-02-14,Nanning,,47,11,,0,Guangxi Zhuang Autonomous Region,Guangxi,0
283,2020-02-14,North Sea,,40,4,,1,Guangxi Zhuang Autonomous Region,Guangxi,0
284,2020-02-14,Guilin,,31,5,,0,Guangxi Zhuang Autonomous Region,Guangxi,0
285,2020-02-14,Hechi,,21,0,,1,Guangxi Zhuang Autonomous Region,Guangxi,0
286,2020-02-14,Fangchenggang,,17,1,,0,Guangxi Zhuang Autonomous Region,Guangxi,0
287,2020-02-14,Liuzhou,,22,7,,0,Guangxi Zhuang Autonomous Region,Guangxi,0
288,2020-02-14,guest,,11,0,,0,Guangxi Zhuang Autonomous Region,Guangxi,0
289,2020-02-14,Yulin,,9,1,,0,Guangxi Zhuang Autonomous Region,Guangxi,0
290,2020-02-14,Qinzhou,,8,0,,0,Guangxi Zhuang Autonomous Region,Guangxi,0
291,2020-02-14,Guigang,,8,2,,0,Guangxi Zhuang Autonomous Region,Guangxi,0
292,2020-02-14,Hezhou,,4,0,,0,Guangxi Zhuang Autonomous Region,Guangxi,0
293,2020-02-14,Baise,,3,0,,0,Guangxi Zhuang Autonomous Region,Guangxi,0
294,2020-02-14,Wuzhou,,5,5,,0,Guangxi Zhuang Autonomous Region,Guangxi,0
295,2020-02-14,,,230,54,,0,Shaanxi Province,Shaanxi,0
296,2020-02-14,Xi'an,,114,21,,0,Shaanxi Province,Shaanxi,0
297,2020-02-14,Hanzhong,,21,1,,0,Shaanxi Province,Shaanxi,0
298,2020-02-14,Ankang,,23,5,,0,Shaanxi Province,Shaanxi,0
299,2020-02-14,Weinan,,14,0,,0,Shaanxi Province,Shaanxi,0
300,2020-02-14,Xianyang,,17,5,,0,Shaanxi Province,Shaanxi,0
301,2020-02-14,Baoji,,13,7,,0,Shaanxi Province,Shaanxi,0
302,2020-02-14,Shangluo,,7,1,,0,Shaanxi Province,Shaanxi,0
303,2020-02-14,Tongchuan,,8,4,,0,Shaanxi Province,Shaanxi,0
304,2020-02-14,Yan'an,,8,6,,0,Shaanxi Province,Shaanxi,0
305,2020-02-14,Yulin,,3,1,,0,Shaanxi Province,Shaanxi,0
306,2020-02-14,Hancheng,,1,0,,0,Shaanxi Province,Shaanxi,0
307,2020-02-14,Yang Ling,,1,0,,0,Shaanxi Province,Shaanxi,0
308,2020-02-14,Area to be identified,,0,3,,0,Shaanxi Province,Shaanxi,0
309,2020-02-14,,,162,36,,0,Yunnan Province,Yunnan,0
310,2020-02-14,Kunming,,48,8,,0,Yunnan Province,Yunnan,0
311,2020-02-14,Zhaotong,,19,2,,0,Yunnan Province,Yunnan,0
312,2020-02-14,Xishuangbanna,,15,3,,0,Yunnan Province,Yunnan,0
313,2020-02-14,Yuxi,,14,3,,0,Yunnan Province,Yunnan,0
314,2020-02-14,Baoshan,,9,0,,0,Yunnan Province,Yunnan,0
315,2020-02-14,Qu Jing,,13,5,,0,Yunnan Province,Yunnan,0
316,2020-02-14,Dali Prefecture,,13,5,,0,Yunnan Province,Yunnan,0
317,2020-02-14,Red River State,,8,3,,0,Yunnan Province,Yunnan,0
318,2020-02-14,Lijiang,,7,2,,0,Yunnan Province,Yunnan,0
319,2020-02-14,Pu'er,,4,0,,0,Yunnan Province,Yunnan,0
320,2020-02-14,Dehong,,5,2,,0,Yunnan Province,Yunnan,0
321,2020-02-14,Chuxiong Prefecture,,4,1,,0,Yunnan Province,Yunnan,0
322,2020-02-14,Wenshan Prefecture,,2,0,,0,Yunnan Province,Yunnan,0
323,2020-02-14,Lincang,,1,0,,0,Yunnan Province,Yunnan,0
324,2020-02-14,Area to be identified,,0,2,,0,Yunnan Province,Yunnan,0
325,2020-02-14,,,159,43,,4,Hainan,Hainan,0
326,2020-02-14,Sanya,,54,17,,1,Hainan,Hainan,0
327,2020-02-14,Haikou,,31,12,,0,Hainan,Hainan,0
328,2020-02-14,Luzhou,,15,2,,0,Hainan,Hainan,0
329,2020-02-14,Wanning,,13,3,,0,Hainan,Hainan,0
330,2020-02-14,Changjiang,,7,0,,0,Hainan,Hainan,0
331,2020-02-14,Chengmai,,8,1,,1,Hainan,Hainan,0
332,2020-02-14,Qionghai,,6,1,,1,Hainan,Hainan,0
333,2020-02-14,Lingshui,,4,0,,0,Hainan,Hainan,0
334,2020-02-14,Lingao,,6,3,,0,Hainan,Hainan,0
335,2020-02-14,Baoting,,3,0,,0,Hainan,Hainan,0
336,2020-02-14,East,,3,1,,0,Hainan,Hainan,0
337,2020-02-14,Wenchang,,3,1,,0,Hainan,Hainan,0
338,2020-02-14,Ledong,,2,0,,0,Hainan,Hainan,0
339,2020-02-14,Ding'an,,3,1,,1,Hainan,Hainan,0
340,2020-02-14,Qiongzhong,,1,1,,0,Hainan,Hainan,0
341,2020-02-14,,,140,28,,1,Guizhou Province,Guizhou,0
342,2020-02-14,Guiyang,,34,4,,0,Guizhou Province,Guizhou,0
343,2020-02-14,Zunyi,,28,1,,0,Guizhou Province,Guizhou,0
344,2020-02-14,Bijie,,23,4,,0,Guizhou Province,Guizhou,0
345,2020-02-14,Qiannan Prefecture,,17,5,,0,Guizhou Province,Guizhou,0
346,2020-02-14,Qiandongnan Prefecture,,10,2,,0,Guizhou Province,Guizhou,0
347,2020-02-14,Liupanshui,,10,3,,1,Guizhou Province,Guizhou,0
348,2020-02-14,Tongren,,10,6,,0,Guizhou Province,Guizhou,0
349,2020-02-14,Anshun,,4,0,,0,Guizhou Province,Guizhou,0
350,2020-02-14,Qianxinan Prefecture,,4,3,,0,Guizhou Province,Guizhou,0
351,2020-02-14,,,119,29,,1,Liaoning Province,Liaoning,0
352,2020-02-14,Shenyang,,28,9,,0,Liaoning Province,Liaoning,0
353,2020-02-14,Dalian,,18,4,,0,Liaoning Province,Liaoning,0
354,2020-02-14,Panjin,,11,0,,0,Liaoning Province,Liaoning,0
355,2020-02-14,Huludao,,11,0,,1,Liaoning Province,Liaoning,0
356,2020-02-14,Fuxin,,8,0,,0,Liaoning Province,Liaoning,0
357,2020-02-14,Jinzhou,,12,6,,0,Liaoning Province,Liaoning,0
358,2020-02-14,Tieling,,7,1,,0,Liaoning Province,Liaoning,0
359,2020-02-14,Chaoyang,,6,2,,0,Liaoning Province,Liaoning,0
360,2020-02-14,Anshan,,4,0,,0,Liaoning Province,Liaoning,0
361,2020-02-14,Dandong,,7,4,,0,Liaoning Province,Liaoning,0
362,2020-02-14,Benxi,,3,1,,0,Liaoning Province,Liaoning,0
363,2020-02-14,Liaoyang,,3,1,,0,Liaoning Province,Liaoning,0
364,2020-02-14,Yingkou,,1,1,,0,Liaoning Province,Liaoning,0
365,2020-02-14,,,126,38,,0,Shanxi Province,Shanxi,0
366,2020-02-14,Jinzhong,,35,11,,0,Shanxi Province,Shanxi,0
367,2020-02-14,Taiyuan,,18,3,,0,Shanxi Province,Shanxi,0
368,2020-02-14,Yuncheng,,19,10,,0,Shanxi Province,Shanxi,0
369,2020-02-14,Datong,,12,4,,0,Shanxi Province,Shanxi,0
370,2020-02-14,Changzhi,,8,0,,0,Shanxi Province,Shanxi,0
371,2020-02-14,Xinzhou,,7,0,,0,Shanxi Province,Shanxi,0
372,2020-02-14,Jincheng,,8,2,,0,Shanxi Province,Shanxi,0
373,2020-02-14,Shuozhou,,7,2,,0,Shanxi Province,Shanxi,0
374,2020-02-14,Yangquan,,4,0,,0,Shanxi Province,Shanxi,0
375,2020-02-14,Lu Liang,,6,5,,0,Shanxi Province,Shanxi,0
376,2020-02-14,Linfen,,2,1,,0,Shanxi Province,Shanxi,0
377,2020-02-14,,,120,31,,3,Tianjin,Tianjin,0
378,2020-02-14,Baodi District,,46,3,,2,Tianjin,Tianjin,0
379,2020-02-14,Hedong District,,14,4,,1,Tianjin,Tianjin,0
380,2020-02-14,Hebei District,,12,3,,0,Tianjin,Tianjin,0
381,2020-02-14,Nankai District,,6,0,,0,Tianjin,Tianjin,0
382,2020-02-14,Foreign visitors,,6,1,,0,Tianjin,Tianjin,0
383,2020-02-14,Beichen District,,6,1,,0,Tianjin,Tianjin,0
384,2020-02-14,Heping District,,6,2,,0,Tianjin,Tianjin,0
385,2020-02-14,Ninghe District,,4,0,,0,Tianjin,Tianjin,0
386,2020-02-14,Dongli District,,4,1,,0,Tianjin,Tianjin,0
387,2020-02-14,Binhai New Area,,3,0,,0,Tianjin,Tianjin,0
388,2020-02-14,Hexi District,,4,2,,0,Tianjin,Tianjin,0
389,2020-02-14,Xiqing District,,4,2,,0,Tianjin,Tianjin,0
390,2020-02-14,Hongqiao District,,2,1,,0,Tianjin,Tianjin,0
391,2020-02-14,Jinnan District,,1,0,,0,Tianjin,Tianjin,0
392,2020-02-14,Wuqing District,,2,1,,0,Tianjin,Tianjin,0
393,2020-02-14,Area to be identified,,0,10,,0,Tianjin,Tianjin,0
394,2020-02-14,,,86,25,,1,Jilin Province,Jilin,0
395,2020-02-14,Changchun,,43,13,,0,Jilin Province,Jilin,0
396,2020-02-14,Siping,,14,2,,1,Jilin Province,Jilin,0
397,2020-02-14,Liaoyuan,,6,1,,0,Jilin Province,Jilin,0
398,2020-02-14,Gongzhuling,,6,2,,0,Jilin Province,Jilin,0
399,2020-02-14,Yanbian,,5,2,,0,Jilin Province,Jilin,0
400,2020-02-14,Tonghua,,3,0,,0,Jilin Province,Jilin,0
401,2020-02-14,Jilin City,,5,3,,0,Jilin Province,Jilin,0
402,2020-02-14,Matsubara,,2,1,,0,Jilin Province,Jilin,0
403,2020-02-14,White city,,1,0,,0,Jilin Province,Jilin,0
404,2020-02-14,Meihekou,,1,1,,0,Jilin Province,Jilin,0
405,2020-02-14,,,65,6,,0,Inner Mongolia Autonomous Region,Inner Mongolia,0
406,2020-02-14,Baotou,,11,0,,0,Inner Mongolia Autonomous Region,Inner Mongolia,0
407,2020-02-14,Ordos,,11,2,,0,Inner Mongolia Autonomous Region,Inner Mongolia,0
408,2020-02-14,Hohhot,,7,0,,0,Inner Mongolia Autonomous Region,Inner Mongolia,0
409,2020-02-14,Tongliao,,6,0,,0,Inner Mongolia Autonomous Region,Inner Mongolia,0
410,2020-02-14,Bayannur,,6,0,,0,Inner Mongolia Autonomous Region,Inner Mongolia,0
411,2020-02-14,Hulunbuir,,6,1,,0,Inner Mongolia Autonomous Region,Inner Mongolia,0
412,2020-02-14,Chifeng,,7,2,,0,Inner Mongolia Autonomous Region,Inner Mongolia,0
413,2020-02-14,Xilin Gol League,,5,1,,0,Inner Mongolia Autonomous Region,Inner Mongolia,0
414,2020-02-14,Ulanchabu,,3,0,,0,Inner Mongolia Autonomous Region,Inner Mongolia,0
415,2020-02-14,Wuhai,,2,0,,0,Inner Mongolia Autonomous Region,Inner Mongolia,0
416,2020-02-14,Xing'an League,,1,0,,0,Inner Mongolia Autonomous Region,Inner Mongolia,0
417,2020-02-14,,,65,6,,1,Xinjiang Uygur Autonomous Region,Xinjiang,0
418,2020-02-14,Urumqi,,23,2,,0,Xinjiang Uygur Autonomous Region,Xinjiang,0
419,2020-02-14,Ili,,14,1,,0,Xinjiang Uygur Autonomous Region,Xinjiang,0
420,2020-02-14,Fourth Division of the Corps,,10,0,,0,Xinjiang Uygur Autonomous Region,Xinjiang,0
421,2020-02-14,Ninth Division of the Corps,,4,0,,0,Xinjiang Uygur Autonomous Region,Xinjiang,0
422,2020-02-14,Changji,,4,0,,0,Xinjiang Uygur Autonomous Region,Xinjiang,0
423,2020-02-14,Bazhou,,3,0,,0,Xinjiang Uygur Autonomous Region,Xinjiang,0
424,2020-02-14,"Shihezi, Eighth Division of the Corps",,2,0,,1,Xinjiang Uygur Autonomous Region,Xinjiang,0
425,2020-02-14,"Wujiaqu City, Sixth Division of the Corps",,1,0,,0,Xinjiang Uygur Autonomous Region,Xinjiang,0
426,2020-02-14,Twelfth Division,,1,0,,0,Xinjiang Uygur Autonomous Region,Xinjiang,0
427,2020-02-14,Turpan,,1,1,,0,Xinjiang Uygur Autonomous Region,Xinjiang,0
428,2020-02-14,7th Division of the Corps,,1,1,,0,Xinjiang Uygur Autonomous Region,Xinjiang,0
429,2020-02-14,Aksu region,,1,1,,0,Xinjiang Uygur Autonomous Region,Xinjiang,0
430,2020-02-14,,,56,1,,1,Hong Kong,Hong Kong,0
431,2020-02-14,,,90,39,,2,Gansu province,Gansu,0
432,2020-02-14,Lanzhou,,35,14,,2,Gansu province,Gansu,0
433,2020-02-14,Pingliang,,9,1,,0,Gansu province,Gansu,0
434,2020-02-14,Gannan,,8,1,,0,Gansu province,Gansu,0
435,2020-02-14,Tianshui,,12,6,,0,Gansu province,Gansu,0
436,2020-02-14,Dingxi,,9,3,,0,Gansu province,Gansu,0
437,2020-02-14,silver,,4,0,,0,Gansu province,Gansu,0
438,2020-02-14,Longnan,,4,1,,0,Gansu province,Gansu,0
439,2020-02-14,Qingyang,,3,1,,0,Gansu province,Gansu,0
440,2020-02-14,Linxia,,3,3,,0,Gansu province,Gansu,0
441,2020-02-14,Zhang Ye,,2,2,,0,Gansu province,Gansu,0
442,2020-02-14,Jinchang,,1,1,,0,Gansu province,Gansu,0
443,2020-02-14,Area to be identified,,0,6,,0,Gansu province,Gansu,0
444,2020-02-14,,,67,24,,0,Ningxia Hui Autonomous Region,Ningxia,0
445,2020-02-14,Yinchuan,,32,12,,0,Ningxia Hui Autonomous Region,Ningxia,0
446,2020-02-14,Wu Zhong,,25,6,,0,Ningxia Hui Autonomous Region,Ningxia,0
447,2020-02-14,Guyuan,,5,2,,0,Ningxia Hui Autonomous Region,Ningxia,0
448,2020-02-14,Zhongwei,,3,2,,0,Ningxia Hui Autonomous Region,Ningxia,0
449,2020-02-14,Ning Dong,,1,1,,0,Ningxia Hui Autonomous Region,Ningxia,0
450,2020-02-14,Shizuishan,,1,1,,0,Ningxia Hui Autonomous Region,Ningxia,0
451,2020-02-14,,,18,2,,0,Taiwan,Taiwan,0
452,2020-02-14,,,10,3,,0,Macao,Macao,0
453,2020-02-14,,,18,11,,0,Qinghai Province,Qinghai,0
454,2020-02-14,Xining,,15,9,,0,Qinghai Province,Qinghai,0
455,2020-02-14,Haibei State,,3,2,,0,Qinghai Province,Qinghai,0
456,2020-02-14,,,1,1,,0,Tibet Autonomous Region,Tibet,0
457,2020-02-14,Lhasa,,1,1,,0,Tibet Autonomous Region,Tibet,0
0,2020-02-15,,,54406,4821,,1457,Hubei Province,Hubei,0
1,2020-02-15,Wuhan,,37914,2535,,1123,Hubei Province,Hubei,0
2,2020-02-15,Xiaogan,,3114,313,,62,Hubei Province,Hubei,0
3,2020-02-15,Huanggang,,2817,611,,68,Hubei Province,Hubei,0
4,2020-02-15,Jingzhou,,1478,193,,32,Hubei Province,Hubei,0
5,2020-02-15,Suizhou,,1232,96,,19,Hubei Province,Hubei,0
6,2020-02-15,Xiangyang,,1128,85,,18,Hubei Province,Hubei,0
7,2020-02-15,Ezhou,,1192,199,,33,Hubei Province,Hubei,0
8,2020-02-15,Yichang,,906,92,,15,Hubei Province,Hubei,0
9,2020-02-15,Yellowstone,,980,178,,13,Hubei Province,Hubei,0
10,2020-02-15,Jingmen,,902,112,,28,Hubei Province,Hubei,0
11,2020-02-15,Xianning,,840,127,,8,Hubei Province,Hubei,0
12,2020-02-15,Shiyan,,597,101,,2,Hubei Province,Hubei,0
13,2020-02-15,Xiantao,,514,63,,17,Hubei Province,Hubei,0
14,2020-02-15,Tianmen,,422,21,,10,Hubei Province,Hubei,0
15,2020-02-15,Enshi,,244,75,,4,Hubei Province,Hubei,0
16,2020-02-15,Qianjiang,,116,12,,5,Hubei Province,Hubei,0
17,2020-02-15,Shennongjia Forest District,,10,8,,0,Hubei Province,Hubei,0
18,2020-02-15,,,1294,410,,2,Guangdong Province,Guangdong,0
19,2020-02-15,Shenzhen,,406,115,,0,Guangdong Province,Guangdong,0
20,2020-02-15,Guangzhou,,335,106,,0,Guangdong Province,Guangdong,0
21,2020-02-15,Dongguan,,81,7,,1,Guangdong Province,Guangdong,0
22,2020-02-15,Zhuhai,,95,34,,0,Guangdong Province,Guangdong,0
23,2020-02-15,Foshan,,84,23,,0,Guangdong Province,Guangdong,0
24,2020-02-15,Zhongshan,,65,31,,0,Guangdong Province,Guangdong,0
25,2020-02-15,Huizhou,,58,26,,0,Guangdong Province,Guangdong,0
26,2020-02-15,Jiangmen,,22,3,,0,Guangdong Province,Guangdong,0
27,2020-02-15,Shantou,,25,11,,0,Guangdong Province,Guangdong,0
28,2020-02-15,Zhanjiang,,22,11,,0,Guangdong Province,Guangdong,0
29,2020-02-15,Maoming,,13,3,,0,Guangdong Province,Guangdong,0
30,2020-02-15,Zhaoqing,,17,8,,1,Guangdong Province,Guangdong,0
31,2020-02-15,Meizhou,,15,7,,0,Guangdong Province,Guangdong,0
32,2020-02-15,Yangjiang,,13,7,,0,Guangdong Province,Guangdong,0
33,2020-02-15,Shaoguan,,10,4,,0,Guangdong Province,Guangdong,0
34,2020-02-15,Qingyuan,,12,7,,0,Guangdong Province,Guangdong,0
35,2020-02-15,Jieyang,,8,4,,0,Guangdong Province,Guangdong,0
36,2020-02-15,Shanwei,,5,1,,0,Guangdong Province,Guangdong,0
37,2020-02-15,Chaozhou,,5,1,,0,Guangdong Province,Guangdong,0
38,2020-02-15,Heyuan,,3,1,,0,Guangdong Province,Guangdong,0
39,2020-02-15,,参考卫健委统计口径，部分县区与地级市合并,1212,391,,13,Henan Province,Henan,0
40,2020-02-15,Xinyang,,252,64,,2,Henan Province,Henan,0
41,2020-02-15,Nanyang,,150,52,,2,Henan Province,Henan,0
42,2020-02-15,Zhumadian,,138,59,,0,Henan Province,Henan,0
43,2020-02-15,Zhengzhou,,144,66,,0,Henan Province,Henan,0
44,2020-02-15,Shangqiu,,90,30,,2,Henan Province,Henan,0
45,2020-02-15,Zhoukou,,70,25,,0,Henan Province,Henan,0
46,2020-02-15,Xinxiang,,55,10,,2,Henan Province,Henan,0
47,2020-02-15,Pingdingshan,,58,20,,1,Henan Province,Henan,0
48,2020-02-15,Anyang,,51,18,,0,Henan Province,Henan,0
49,2020-02-15,Xu Chang,,37,7,,0,Henan Province,Henan,0
50,2020-02-15,Luohe,,34,9,,0,Henan Province,Henan,0
51,2020-02-15,Jiaozuo,,30,6,,1,Henan Province,Henan,0
52,2020-02-15,Luoyang,,31,9,,0,Henan Province,Henan,0
53,2020-02-15,Kaifeng,,25,6,,0,Henan Province,Henan,0
54,2020-02-15,Hebi,,19,4,,0,Henan Province,Henan,0
55,2020-02-15,Liyang,,17,2,,0,Henan Province,Henan,0
56,2020-02-15,Jiyuan,,4,0,,0,Henan Province,Henan,0
57,2020-02-15,Sanmenxia,,7,4,,0,Henan Province,Henan,0
58,2020-02-15,Area to be identified,,0,0,,3,Henan Province,Henan,0
59,2020-02-15,,,1162,428,,0,Zhejiang Province,Zhejiang,0
60,2020-02-15,Wenzhou,,499,169,,0,Zhejiang Province,Zhejiang,0
61,2020-02-15,Ningbo,,154,46,,0,Zhejiang Province,Zhejiang,0
62,2020-02-15,Hangzhou,,166,73,,0,Zhejiang Province,Zhejiang,0
63,2020-02-15,Taizhou,,145,60,,0,Zhejiang Province,Zhejiang,0
64,2020-02-15,Jiaxing,,43,11,,0,Zhejiang Province,Zhejiang,0
65,2020-02-15,Jinhua,,55,24,,0,Zhejiang Province,Zhejiang,0
66,2020-02-15,Shaoxing,,42,17,,0,Zhejiang Province,Zhejiang,0
67,2020-02-15,Luzhou,,21,9,,0,Zhejiang Province,Zhejiang,0
68,2020-02-15,Lishui,,17,10,,0,Zhejiang Province,Zhejiang,0
69,2020-02-15,Huzhou,,10,4,,0,Zhejiang Province,Zhejiang,0
70,2020-02-15,Zhoushan,,10,5,,0,Zhejiang Province,Zhejiang,0
71,2020-02-15,,,950,221,,6,Anhui Province,Anhui,0
